pickup_cluster,day_of_month,weekday,hour,avg_ride_value,p25_ride_value,p75_ride_value
0,5,5,3,1.1159375,0.5307499999999999,1.3105
0,5,5,4,0.8478461538461539,0.43575,1.057
0,5,5,5,1.1379027777777777,0.7398125,1.403125
0,5,5,6,1.303091463414634,0.67375,1.861
0,5,5,7,1.0819298245614035,0.63875,1.381
0,5,5,8,1.0166111111111111,0.5696875,1.3923750000000001
0,5,5,9,1.1078382352941176,0.62025,1.52775
0,5,5,10,1.1918875,0.629375,1.618375
0,5,5,11,0.844890625,0.605,1.113625
0,5,5,12,0.8688947368421053,0.473,1.124125
0,5,5,13,1.061628205128205,0.624625,1.3588749999999998
0,5,5,14,1.2207573529411764,0.6116875,1.6855625
0,5,5,15,1.0432096774193549,0.612625,1.457125
0,5,5,16,1.0021477272727273,0.4666875,1.3089374999999999
0,5,5,17,1.1201666666666665,0.55225,1.62825
0,5,5,18,1.1518796296296296,0.727125,1.367125
0,5,5,19,1.0498020833333335,0.5121875,1.4476875
0,5,5,20,0.9639762938101658,0.5165,1.372625
0,5,5,21,1.0380443899756657,0.636375,1.4653125
0,5,5,22,0.9811553997666654,0.48201440295749615,1.461875
0,5,5,23,1.3881058356082026,0.749875,1.814125
0,6,6,0,1.0081949120607114,0.8211000808752378,1.2623125
0,6,6,1,1.121783974847235,0.6157219130926526,1.33075
0,6,6,2,1.0752689157209132,0.5675,1.4479562060122837
0,6,6,3,0.5456000000000001,0.379,0.7020000000000001
0,6,6,4,1.4351785714285714,0.7081875,1.899
0,6,6,5,0.8960217391304347,0.68,1.1115
0,6,6,6,1.1931724137931032,0.70875,1.5725
0,6,6,7,1.1888819444444445,0.5527500000000001,1.72875
0,6,6,8,1.2840760869565218,0.688125,1.59375
0,6,6,9,0.96990625,0.6102500000000001,1.184125
0,6,6,10,1.3066833333333332,0.7955,1.771125
0,6,6,11,0.93084375,0.5034375,1.0861874999999999
0,6,6,12,1.1761923076923078,0.693,1.382
0,6,6,13,0.9183671875,0.5445625000000001,1.072
0,6,6,14,1.0290625,0.54575,1.1726874999999999
0,6,6,15,1.0744791666666667,0.7075625,1.4173749999999998
0,6,6,16,1.077525641025641,0.599375,1.1872500000000001
0,6,6,17,1.0033392857142858,0.5413125,1.2546875000000002
0,6,6,18,1.0136517857142857,0.5149374999999999,1.3523125
0,6,6,19,0.9575357142857143,0.4114375,1.4266874999999999
0,6,6,20,1.0609903846153848,0.5673124999999999,1.440625
0,6,6,21,0.7866007238502523,0.52225,1.0317500000000002
0,6,6,22,1.0738767264070777,0.5825,1.5594999999999999
0,6,6,23,1.0639963637736363,0.865,1.169482434140303
0,7,0,0,0.9290040227575437,0.6370097825525796,1.0618750000000001
0,7,0,1,1.1117962544378517,0.6114999999999999,1.7117868905324807
0,7,0,2,1.5579,0.988,2.0235
0,7,0,3,0.32025,0.32025,0.32025
0,7,0,4,1.8888749999999999,1.3135000000000001,2.528375
0,7,0,5,1.168013888888889,0.6578125,1.3511250000000001
0,7,0,6,1.141076923076923,0.646875,1.4289999999999998
0,7,0,7,1.0648560606060606,0.5695,1.4955
0,7,0,8,1.1815,0.6917500000000001,1.4961250000000001
0,7,0,9,1.1851029411764706,0.8915,1.454
0,7,0,10,0.7216666666666667,0.4799375,0.8525624999999999
0,7,0,11,0.7966458333333333,0.396875,1.1364999999999998
0,7,0,12,1.0467589285714285,0.6969375,1.5950625
0,7,0,13,1.2122692307692307,0.790625,1.560375
0,7,0,14,0.9955119047619048,0.58375,1.31325
0,7,0,15,0.8378552631578947,0.591125,1.003875
0,7,0,16,1.1795340909090908,0.72875,1.446875
0,7,0,17,0.9626964285714286,0.46987499999999993,1.0659375
0,7,0,18,1.211107142857143,0.70175,1.65425
0,7,0,19,1.1726607142857142,0.7750625,1.52775
0,7,0,20,1.1021730769230769,0.6343125000000001,1.631125
0,7,0,21,1.1066052631578949,0.5021249999999999,1.753625
0,7,0,22,0.8119062499999999,0.428875,0.9618749999999999
0,7,0,23,1.1919166666666667,0.6845,1.687875
0,8,1,0,1.295090909090909,0.822875,1.79525
0,8,1,1,0.8695836650984393,0.8275,1.114
0,8,1,2,1.6310454545454547,1.07775,2.3555
0,8,1,3,0.9172727272727272,0.50875,1.158125
0,8,1,4,1.2365,0.57,1.3495
0,8,1,5,0.9237552963513138,0.48706249999999995,1.2239375
0,8,1,6,0.964025278972234,0.5715,1.1655
0,8,1,7,0.9106636852033932,0.583,1.2555
0,8,1,8,1.427287158519534,0.74875,2.219506641245614
0,8,1,9,1.1290677319642086,0.7209031823036962,1.2398207357720037
0,8,1,10,0.9812783501677341,0.5782499999999999,1.391875
0,8,1,11,1.2569416666666666,0.909,1.653
0,8,1,12,1.0844881587880315,0.688875,1.3291831473645508
0,8,1,13,0.96738761645234,0.4965,1.38625
0,8,1,14,1.049775249403204,0.538,1.4341818541457951
0,8,1,15,1.065141761669661,0.5456875,1.5525625
0,8,1,16,1.1295140510894126,0.7084661050347301,1.4948492966643583
0,8,1,17,0.9703724537491111,0.61725,1.213
0,8,1,18,1.1464880813004616,0.806,1.5649847989517058
0,8,1,19,0.9680728387388094,0.6070625000000001,1.28325
0,8,1,20,1.2478237515373964,0.717625,1.4413125
0,8,1,21,1.1453118907015194,0.62725,1.6045
0,8,1,22,1.267669520281426,0.7420625000000001,1.6075
0,8,1,23,1.092920543635057,0.70075,1.6093589297236643
0,9,2,0,0.9899266979576049,0.86375,1.07025
0,9,2,1,0.9448652477376395,0.7301533670817383,1.09375
0,9,2,2,0.9400357142857142,0.7589999999999999,1.12725
0,9,2,3,0.9250750097812885,0.450962519562577,1.19875
0,9,2,4,0.9818467877057816,0.73475,1.1705
0,9,2,5,0.9879894864192516,0.5682499999999999,1.435625
0,9,2,6,1.0289927135510388,0.607125,1.2636045207506754
0,9,2,7,0.9830297924850887,0.4817661446612336,1.302101551538811
0,9,2,8,1.1884913460273503,0.556875,1.70175
0,9,2,9,1.0341568174418132,0.7295,1.19
0,9,2,10,0.970061380434515,0.548625,1.311625
0,9,2,11,0.983455204476307,0.5221875,1.4165348345909194
0,9,2,12,1.1387446357862685,0.6348750000000001,1.5099398619721776
0,9,2,13,1.1317713703428136,0.641875,1.439875
0,9,2,14,1.1227747111745399,0.715,1.501125
0,9,2,15,1.0637584467927412,0.6501884077970739,1.403125
0,9,2,16,1.0847297460648297,0.6155625,1.2685625
0,9,2,17,1.20916443583415,0.6833750000000001,1.647875
0,9,2,18,1.0945224003438667,0.5821875000000001,1.4410625
0,9,2,19,1.0667450401869198,0.6763125000000001,1.364125
0,9,2,20,0.9015749005264846,0.5489999999999999,1.1415
0,9,2,21,1.081017624600127,0.7040000000000001,1.33575
0,9,2,22,1.132585933874527,0.73775,1.4273041903225854
0,9,2,23,1.0025593077603367,0.613375,1.353625
0,10,3,0,0.800408602447986,0.5827016146879156,0.8001875
0,10,3,1,1.0314547360132909,0.6855625,1.2333588120598087
0,10,3,2,1.1576928090752865,0.4085,1.55275
0,10,3,3,0.785125,0.2611875,0.6399375
0,10,3,4,0.9708685115250106,0.6155,1.454
0,10,3,5,1.0624321012645277,0.54675,1.451625
0,10,3,6,1.1772578336276418,0.5991249999999999,1.4383750000000002
0,10,3,7,1.2008071032458851,0.6628660555975991,1.712797323468295
0,10,3,8,1.2025737085397608,0.6188811756739487,1.5094375000000002
0,10,3,9,0.9507308924850861,0.4604375,1.3261264722936126
0,10,3,10,0.9571309274702657,0.5901824973838754,1.2996938001788432
0,10,3,11,1.0045228852585542,0.732,1.331051333400313
0,10,3,12,1.1075242341974127,0.642062427957764,1.5032743492080973
0,10,3,13,1.0653279225966608,0.6735,1.05
0,10,3,14,1.1290884577971085,0.7192494653518399,1.40625
0,10,3,15,0.955290357714689,0.7025,1.11975
0,10,3,16,1.1258613840052154,0.627875,1.47925
0,10,3,17,1.1119042355571322,0.59125,1.3738124999999999
0,10,3,18,1.0495122285580463,0.6840625,1.4649999999999999
0,10,3,19,1.3388804347826089,0.788375,2.02325
0,10,3,20,1.200596216202855,0.6543749999999999,1.5618466215214126
0,10,3,21,1.1394605263157895,0.7983750000000001,1.419
0,10,3,22,0.9426113460945673,0.5886875,0.9772500000000001
0,10,3,23,1.1225470059502192,0.464375,1.8675
0,11,4,0,0.8652500000000001,0.67825,0.934
0,11,4,1,1.10184375,0.8426250000000001,1.2214375
0,11,4,2,1.271025,0.8705,1.8238125
0,11,4,3,0.8740555555555556,0.4579999999999999,0.82325
0,11,4,4,1.2060035725656004,0.8093750000000001,1.4929999999999999
0,11,4,5,1.3120431623265227,0.7794375,1.7393750000000001
0,11,4,6,1.088215044788902,0.5690625,1.382375
0,11,4,7,0.9329028260704072,0.44875,1.29325
0,11,4,8,1.0242947713675916,0.6216875,1.2325
0,11,4,9,1.242222490725522,0.5770000000000001,1.60825
0,11,4,10,1.075522428920249,0.633625,1.4279375
0,11,4,11,1.0053482932563367,0.5479375,1.3399999999999999
0,11,4,12,0.8287964203924467,0.53975,0.9574374999999999
0,11,4,13,1.041332300217108,0.4483749999999999,1.2015624999999999
0,11,4,14,1.0125623835949804,0.720625,1.303125
0,11,4,15,1.2750306956583346,0.7440000000000001,1.61125
0,11,4,16,0.8768614576605173,0.44118749999999995,1.00175
0,11,4,17,0.9670024764384206,0.43462500000000004,1.2983069313720628
0,11,4,18,1.1702663264046844,0.6968125000000001,1.5329306839968009
0,11,4,19,1.0906130922964246,0.6355501249532187,1.48325
0,11,4,20,1.0852998520075052,0.647,1.5691875
0,11,4,21,0.9481153745291364,0.586,1.259
0,11,4,22,1.200122414323304,0.753,1.40625
0,11,4,23,1.016595238095238,0.481,1.05125
0,12,5,0,1.3549150945793265,1.0947807068269437,1.658375
0,12,5,1,1.60975,1.43575,1.6880000000000002
0,12,5,2,1.4853052890807958,0.9500625,2.051125
0,12,5,3,1.3791428571428572,0.6018749999999999,2.1295
0,12,5,4,1.3027769531268671,0.689125,2.291125
0,12,5,5,1.111141771167633,0.5068125,1.6595
0,12,5,6,1.1106342722698133,0.6036874999999999,1.3991418610323323
0,12,5,7,0.9360340083815637,0.5492089089914465,1.364125
0,12,5,8,1.0786809953387113,0.5409999999999999,1.451
0,12,5,9,1.0439921017510327,0.634875,1.259125
0,12,5,10,1.2396143556759482,0.5760000000000001,1.716125
0,12,5,11,0.9577296786909332,0.49981250000000005,1.1655625
0,12,5,12,1.0999210485769189,0.7485802535631425,1.3576875
0,12,5,13,1.2541046379636622,0.606875,1.686
0,12,5,14,0.9323523575380098,0.6054375000000001,1.1973125
0,12,5,15,1.1932167667092957,0.743,1.67025
0,12,5,16,0.9797690939660788,0.6745,1.14425
0,12,5,17,0.9763928903352685,0.480875,1.20425
0,12,5,18,1.0307405832151133,0.5933125,1.348125
0,12,5,19,1.0909786751422768,0.7231805637122645,1.2325
0,12,5,20,0.9824389894237713,0.38759394040695583,1.408375
0,12,5,21,1.1482022053236984,0.7095796092709938,1.4615
0,12,5,22,1.0841775723583482,0.6579902381225295,1.3302037068226737
0,12,5,23,0.9741788037433263,0.7557499999999999,1.1083634818411618
0,13,6,0,1.0327325824392697,0.5376865413607241,1.6587562220796817
0,13,6,1,1.1619298167049574,0.69675,1.3625
0,13,6,2,1.1997763172756075,0.8025,1.69625
0,13,6,3,1.1817832416407736,0.5663743123058027,1.517125
0,13,6,4,1.0887120954315772,0.823,1.2125
0,13,6,5,1.0550585122823342,0.54775,1.40125
0,13,6,6,1.0505407137675493,0.6625,1.205
0,13,6,7,0.9767310078563448,0.4550624999999999,1.4809999999999999
0,13,6,8,1.3368167285072556,0.68475,1.903
0,13,6,9,1.1115994684017394,0.6535,1.070125
0,13,6,10,1.1309447879600456,0.7763999488407074,1.3860000000000001
0,13,6,11,1.0347206827073288,0.576125,1.1903124999999999
0,13,6,12,1.0256684316973634,0.511875,1.485125
0,13,6,13,1.14677283570999,0.805455619515107,1.3701249999999998
0,13,6,14,1.0809821905807293,0.7090791967626978,1.4125625
0,13,6,15,1.2627608695652175,0.705875,1.50575
0,13,6,16,1.1982134029834033,0.6110625000000001,1.8350304379496594
0,13,6,17,1.374525,0.7285625,1.832625
0,13,6,18,1.2340404882278029,0.712375,1.8838612748869417
0,13,6,19,1.1412074539463861,0.58375,1.3095
0,13,6,20,1.0749174684820915,0.52975,1.7255
0,13,6,21,0.9851290215975648,0.6507813687930986,1.0805078200817726
0,13,6,22,1.0781966723602852,0.5738570178522129,1.6184427907433818
0,13,6,23,1.0779464732150277,0.6938399870826399,1.327375
0,14,0,0,1.0247549078428826,0.7922026656799844,1.1223125
0,14,0,1,1.2191251225413244,0.5738437154239779,1.6083125
0,14,0,2,0.5248645493803352,0.3909218240705029,0.6588072746901676
0,14,0,3,1.109332142424307,0.5596249999999999,1.671290620173536
0,14,0,4,1.5893653846153848,0.84925,2.5215
0,14,0,5,1.1435267505207931,0.4750625,1.603625
0,14,0,6,1.0530008036625234,0.6164999999999999,1.3348125
0,14,0,7,0.9239754134664541,0.48690667340463745,1.300125
0,14,0,8,1.245661434607535,0.62525,1.5270625
0,14,0,9,1.051038500287326,0.7616875000000001,1.2090678017771748
0,14,0,10,0.9795075963501723,0.425875,1.324375
0,14,0,11,0.73825,0.6355,0.857
0,14,0,12,1.2863137426636864,0.6925,1.70475
0,14,0,13,1.2434419093775426,0.698625,1.695875
0,14,0,14,0.8890384615384614,0.45525,1.106
0,14,0,15,1.299025883208017,0.8435,2.22275
0,14,0,16,1.1729147452765467,0.6182975795712222,1.5183125
0,14,0,17,0.8533139004953796,0.4655,1.043
0,14,0,18,0.8610852739020701,0.5155,1.023625
0,14,0,19,1.2284852337592633,0.7566689864850576,1.45975
0,14,0,20,1.199465909090909,0.5664374999999999,1.7236875
0,14,0,21,1.0904130698180887,0.7035,1.2558125
0,14,0,22,0.9416495562416962,0.5738125000000001,1.2569375
0,14,0,23,1.1919929537475593,0.5744083987182717,1.8795
0,15,1,0,0.7317385119667387,0.4592097918835855,0.982
0,15,1,1,0.8757083333333333,0.5914375,1.13475
0,15,1,2,1.3371666666666666,0.84625,1.59275
0,15,1,3,0.8545872781494885,0.7308347438890729,1.092875
0,15,1,4,1.2994813917392598,0.86225,1.7538749999999999
0,15,1,5,1.2472472958281748,0.6962499999999999,1.5473327309793932
0,15,1,6,1.1029045125285024,0.576875,1.6415625
0,15,1,7,1.0383505241191902,0.7026875,1.400125
0,15,1,8,1.0866253540302009,0.6731935483485079,1.334125
0,15,1,9,0.9816137852444314,0.6461875,1.1726875
0,15,1,10,1.0087551829784605,0.576875,1.37975
0,15,1,11,1.2964771941226958,0.7633749999999999,1.9252500000000001
0,15,1,12,1.0985201986035353,0.5754251222415222,1.4984375
0,15,1,13,0.9939469639379541,0.5433749999999999,1.294625
0,15,1,14,1.1200536807396069,0.712,1.2127348627642949
0,15,1,15,0.9626614927967624,0.6451875,1.3720625
0,15,1,16,1.0210544553780283,0.64275,1.3205
0,15,1,17,1.0217610134284176,0.6024898410730923,1.2055852734630401
0,15,1,18,1.1526100056622184,0.7238125,1.53675
0,15,1,19,0.9953808211647136,0.609375,1.2820564692614709
0,15,1,20,1.1337006469211726,0.70225,1.5082499999999999
0,15,1,21,1.1032051291121032,0.7933597997039703,1.352875
0,15,1,22,1.3243207848672085,0.736875,1.9885000000000002
0,15,1,23,1.0706822273200371,0.67275,1.23925
0,16,2,0,0.9858812211425626,0.6164494227279175,1.092375
0,16,2,1,1.0535,0.39,1.5835
0,16,2,2,1.3222755797680479,0.9175,1.763554717840619
0,16,2,3,0.838875,0.4335625,0.9705625
0,16,2,4,1.1110635173143775,0.7508996617900017,1.4141875
0,16,2,5,1.043340003857806,0.6995,1.2346487637564232
0,16,2,6,1.0053821764608593,0.5838125000000001,1.4275993583633129
0,16,2,7,1.0453465441800764,0.5775,1.2737790227135244
0,16,2,8,1.1361625322426612,0.6832499999999999,1.2655625
0,16,2,9,1.0637364201492179,0.5649375,1.50625
0,16,2,10,1.1818251892417786,0.61925,1.5685
0,16,2,11,1.0310934204250224,0.5643125,1.467727844426038
0,16,2,12,1.060176682007927,0.6915,1.37633888844
0,16,2,13,1.0398309125905447,0.64575,1.4175
0,16,2,14,0.9700163944633577,0.73375,1.13975
0,16,2,15,1.0860701514610673,0.6778125,1.3021736513504654
0,16,2,16,1.0403587500787628,0.5896250000000001,1.2908109860485661
0,16,2,17,1.0866510139716803,0.541,1.46175
0,16,2,18,1.0265107756922836,0.6226875000000001,1.2959266850714701
0,16,2,19,1.2269029399413716,0.6127419747818715,1.6707745642883123
0,16,2,20,1.1008245415260562,0.4945,1.5328750000000002
0,16,2,21,1.0344898611422206,0.6369566969559406,1.397375
0,16,2,22,1.1947575779449147,0.6614941991465427,1.54625
0,16,2,23,0.9452841963241115,0.617875,1.0434999999999999
0,17,3,0,1.0480765357747188,0.5656225517544736,1.6008593619033897
0,17,3,1,1.01625,0.726625,1.1946249999999998
0,17,3,2,0.971486188387902,0.579055515387554,1.3635311208553431
0,17,3,3,1.016295997753134,0.5096875000000001,1.45725
0,17,3,4,1.5125,1.1178125,1.6656875
0,17,3,5,1.07838813574087,0.652625,1.5223426853681636
0,17,3,6,1.3025347195744095,0.7856722435203856,1.76975
0,17,3,7,0.897627140453354,0.422,1.10375
0,17,3,8,1.0093451602235017,0.6595,1.265
0,17,3,9,0.917262235436127,0.56,1.1553125
0,17,3,10,1.0204770101945988,0.601375,1.3718125
0,17,3,11,0.9690998827012318,0.62425,1.2251640360419636
0,17,3,12,1.151621680481591,0.8592500000000001,1.37425
0,17,3,13,1.0059108783051474,0.631375,1.3185888460409683
0,17,3,14,1.1351565810846589,0.776375,1.415351125032572
0,17,3,15,1.0273798172740563,0.5065625,1.2001563024676485
0,17,3,16,1.0202062537752616,0.6295,1.4262720847375157
0,17,3,17,1.1330660790956169,0.63775,1.20025
0,17,3,18,1.1285156424284808,0.597125,1.492
0,17,3,19,1.1923053663053924,0.8965000000000001,1.5993750000000002
0,17,3,20,1.2436171280269501,0.6795,1.6225
0,17,3,21,1.0159949332827385,0.572375,1.3889155570081622
0,17,3,22,1.1647970812023867,0.6543073729081872,1.42475
0,17,3,23,1.0318191515073343,0.708875,1.1203750000000001
0,18,4,0,0.9564210242904431,0.595,1.4880000000000002
0,18,4,1,1.1102817937526865,0.588625,1.41825
0,18,4,2,1.4538351036513295,0.85225,2.1485
0,18,4,3,1.1987307692307692,0.57425,1.73425
0,18,4,4,1.011566037320692,0.839793169066352,1.21775
0,18,4,5,1.0598629050468473,0.6659999999999999,1.37
0,18,4,6,1.0451078697898077,0.5879175429845813,1.4484375
0,18,4,7,1.0271218642367075,0.591875,1.472375
0,18,4,8,1.168576036116751,0.5805,1.64625
0,18,4,9,1.0398440569157965,0.6955625000000001,1.2968537120728845
0,18,4,10,1.1427662706259856,0.69275,1.4066873515832783
0,18,4,11,1.2121637259111242,0.6769630600199199,1.5745624999999999
0,18,4,12,1.0597530926915364,0.663375,1.4276875
0,18,4,13,1.0827644013275035,0.675,1.304
0,18,4,14,0.9539796837538089,0.6333125000000001,1.034875402133257
0,18,4,15,1.1879357421474372,0.739816284659813,1.3016874999999999
0,18,4,16,1.0903138537022716,0.571,1.3295
0,18,4,17,1.0264222026515952,0.5595,1.220612829864531
0,18,4,18,1.0767483637335455,0.6683234147684813,1.359125
0,18,4,19,1.2436544177658262,0.645375,1.693125
0,18,4,20,0.9449664186666525,0.5977829639113843,1.1538363744830873
0,18,4,21,1.1991722317957023,0.6913750000000001,1.7218156341959752
0,18,4,22,0.9694667201587336,0.5028624059538216,1.259625
0,18,4,23,0.9761172444417618,0.53675,1.341
0,19,5,0,0.7693387153167331,0.430125,0.9512499999999999
0,19,5,1,0.8745546071129403,0.52275,0.97225
0,19,5,2,0.7953749999999999,0.5654374999999999,1.0791875
0,19,5,3,0.9953090709366982,0.42025,1.384
0,19,5,4,1.4111846856790662,0.64175,2.072375
0,19,5,5,0.9864513633795111,0.54675,1.3353370852187747
0,19,5,6,1.1692276230002636,0.645625,1.581625
0,19,5,7,1.0762276581163945,0.6236527076851343,1.492875
0,19,5,8,1.179850646189245,0.6894374999999999,1.4130478113893004
0,19,5,9,1.0900368978096686,0.6518403052089705,1.31225
0,19,5,10,1.164730027065103,0.6605,1.6221875
0,19,5,11,1.0812432699868333,0.7378116408003197,1.5338808853279084
0,19,5,12,1.0325965127681347,0.6920970293918396,1.339875
0,19,5,13,1.1429185223832676,0.6684375,1.3891875
0,19,5,14,1.1852618351243804,0.7433405361552623,1.6167500000000001
0,19,5,15,0.9449019200908363,0.5934625525836434,1.1336249999999999
0,19,5,16,1.0412621872481636,0.5835,1.34675
0,19,5,17,1.1716446902020732,0.5523448464706275,1.6178042687599985
0,19,5,18,1.0676957867929262,0.6355283875601339,1.3957236484513476
0,19,5,19,1.1071677347139917,0.7223820250690264,1.2481875
0,19,5,20,0.960795878451703,0.515625,1.2314375
0,19,5,21,1.3668012439240655,0.9099999999999999,1.6600000000000001
0,19,5,22,0.8773740506083182,0.4635,1.007559184486475
0,19,5,23,1.0372309686604557,0.6296716520114736,1.3874025624010273
0,20,6,0,1.1880490234650236,0.575,1.78925
0,20,6,1,1.123151083314896,0.630433331719844,1.2211874999999999
0,20,6,2,0.946016761753276,0.7036860529701536,1.1210534409666748
0,20,6,3,1.0697821929973323,0.6060625,1.4427414474799927
0,20,6,4,1.5228475725539588,1.1878568758760664,1.84175
0,20,6,5,1.212885138132374,0.7911874999999999,1.4730625
0,20,6,6,1.1798962734949268,0.5610625,1.6455
0,20,6,7,1.1598043098913429,0.5460624999999999,1.594875
0,20,6,8,1.2118759551974472,0.67425,1.7335
0,20,6,9,1.126817971487583,0.5413749999999999,1.4780625
0,20,6,10,0.8991312583936166,0.531875,1.1219999999999999
0,20,6,11,0.9975493575007855,0.5357208387516486,1.4149024803401453
0,20,6,12,1.1683554660926334,0.5465,1.57475
0,20,6,13,1.0916415667195694,0.5212399741606757,1.5444375
0,20,6,14,0.8447868330165126,0.5261791709338892,1.0985386318336376
0,20,6,15,1.2529685043941357,0.7004375682133948,1.6722893551573448
0,20,6,16,1.1368563670445913,0.7364999999999999,1.530501475953226
0,20,6,17,1.0835821362469351,0.67550842048965,1.3859107017000158
0,20,6,18,0.9568378583646899,0.4935,1.45775
